Cell,Drug,IC50,IC50_Predict
909696,Serdemetan,2.42205601,2.512873278
908443,SB-505124,4.951409946,4.100880702
1240184,Cetuximab,6.775334506,6.287689909
687829,Fedratinib,2.627275357,2.723830513
1240198,PHA-793887,0.905342687,1.265438345
1247871,Dacinostat,-4.996013892,-4.301365808
687592,T0901317,4.737967824,3.876583289
722045,OSI-930,3.9137915,4.144808132
687568,PFI-1,4.802337601,2.802198044
1240183,Olaparib,3.451642051,4.211698413
908458,BI-2536,1.750382384,0.635702348
1290798,JNK-9L,-2.634711928,-1.086561075
908476,PLX-4720,4.230830766,4.798073303
1240151,Belinostat,-0.889377817,-1.000844752
1659817,Nilotinib,2.705712895,2.187423568
749717,ZSTK474,1.493841006,0.959222438
1240131,Motesanib,2.66125464,3.224335801
753588,Vorinostat,0.769647243,0.489358318
908130,CP724714,4.772686482,4.769901915
684681,NU7441,2.702444665,2.697760815
1240145,Navitoclax,2.750602248,1.581033497
909904,YM201636,4.0133663,3.730065837
905991,Alectinib,3.78086871,3.676165698
753556,DMOG,7.947897354,6.172724825
1330982,Saracatinib,0.967059559,0.794753298
910952,OSI-027,3.073385789,1.550609966
906838,Dactolisib,-3.406948437,-3.607870018
753548,XMD14-99,2.71467136,2.733591727
753541,FH535,1.349674691,1.481520476
910924,Dabrafenib,4.668112922,3.936298937
906837,CCT-018159,1.934610625,2.516108838
907064,Zibotentan,5.191420415,5.143582899
907043,OSI-027,2.106473385,2.053714732
1290908,DMOG,5.588501244,5.008650288
1240123,Bicalutamide,2.361388017,2.396238337
753570,PAC-1,3.273047547,3.374780288
1240134,AS605240,1.373096397,2.86969137
1330941,Dacinostat,-3.340041821,-3.432024279
906872,Masitinib,2.472134492,3.070625049
909745,HG6-64-1,0.555110798,0.401752906
1240218,Masitinib,3.377350903,4.868967504
687506,Dacinostat,-2.49477982,-2.403978028
687804,XMD11-85h,4.410341505,3.836861695
905958,Lapatinib,1.698995872,2.291474162
930298,YM201636,4.997112365,4.94169221
910567,AICA Ribonucleotide,5.490023223,8.224617141
1290767,BIX02189,4.183726975,4.669561457
908473,Rucaparib,4.578043134,3.465830667
1240190,KIN001-266,3.397610004,2.77063143
1298146,Gefitinib,1.502329071,1.516178829
908144,HG-5-88-01,3.690049723,3.910931522
1327771,Tipifarnib,0.879104726,1.560830525
907043,NVP-TAE684,0.548807694,-0.155734188
909700,Veliparib,4.248676461,3.953553378
905980,TPCA-1,1.580903554,2.218242456
1240134,Camptothecin,-2.986207017,-2.668714915
908443,Daporinad,-3.023919404,-1.660881585
925343,PI-103,1.645263505,2.129447537
1299080,GSK1070916,1.393943804,0.216622555
910931,BIX02189,4.384387257,4.788084381
909758,Linifanib,2.902745085,2.623587083
909249,OSI-930,3.165274535,3.278933801
949175,Motesanib,3.686349167,2.159565125
908475,Y-39983,5.962265991,3.554586039
1298476,JQ1,0.823230384,1.779468779
909749,Elesclomol,-5.001841991,-4.024751892
1479988,CI-1040,0.896456072,0.442814339
1298476,OSU-03012,2.49626364,2.694875044
908149,HG6-64-1,4.010289668,4.237638659
684052,PF-4708671,4.554249284,3.45749195
924110,Sunitinib,1.512254741,2.601343462
1240192,Nilotinib,3.204675078,2.905138103
1331025,AT-7519,3.161625563,0.87441363
687995,Pictilisib,0.379253944,-1.272138858
724855,Dactolisib,-1.639609959,-1.716538781
910944,BX-912,-3.60876261,-2.933732937
688010,JQ1,1.543437421,0.715838974
909757,UNC1215,3.675859141,3.486594803
1331045,FH535,1.977892269,2.419136341
909700,SN-38,-5.750657101,-5.511103522
906765,KIN001-244,2.829764423,2.345083955
908448,TAK-715,3.233222048,2.785419653
909709,PD173074,2.439937322,3.089809477
753584,Rucaparib,4.180391194,3.658180726
909974,Entinostat,4.708121422,2.919742341
906831,BX-912,0.409005161,1.793009276
907794,WZ3105,-0.947587575,-1.181995747
905958,Bexarotene,2.865522135,2.631509195
1240193,SL0101,4.185302751,3.947371865
1330972,FMK,5.19075596,5.149553899
908459,Palbociclib,4.725451274,3.87624185
1298157,AZD6482,3.842583126,1.356833971
949153,IPA-3,2.787030555,1.532866089
908159,AZD6482,2.742329117,1.762830769
907060,Ruxolitinib,3.650133337,3.834768849
946370,CHIR-99021,1.38480418,3.420802529
907053,DMOG,5.419841621,5.269221011
906873,PF-4708671,3.759714254,4.168963071
724859,AZ628,-3.004149739,-0.936173576
910706,XAV939,3.13413607,2.809860271
1240196,PAC-1,2.789231483,1.660186215
907044,WH-4-023,1.326036208,1.968826459
906856,DMOG,4.912648066,4.669144607
1240146,RO-3306,3.191916573,3.144347541
753575,CHIR-99021,3.633327925,3.741659275
687815,YM201636,3.166425355,2.519066827
906872,Quizartinib,1.74600632,2.319068543
905952,IPA-3,0.994066986,1.776146016
906807,Lenalidomide,0.271518392,2.24913258
946358,SL0101,3.091256047,3.786268353
684681,GSK319347A,3.477911945,4.629531341
905956,Masitinib,3.632776465,4.44991031
906794,Lenalidomide,4.178512053,4.018583188
1298351,PI-103,0.738659847,2.005341723
908450,GW-2580,5.586375236,5.576342836
687780,CHIR-99021,3.25207732,2.743572051
684072,BMS-536924,-0.995248352,0.33300854
910700,XMD8-92,3.011582943,3.542495182
1290908,MK-2206,1.604865667,1.950866911
724863,DMOG,7.697638815,7.5037766
1298160,SL0101,5.64340531,5.677657499
688014,ZM447439,3.649856993,3.281439813
908143,Linifanib,2.231002681,2.714675536
905971,NSC-207895,4.676237442,4.445602288
909701,DMOG,5.312356008,5.286448677
949163,XMD11-85h,4.393741201,3.613201715
687506,GSK650394,1.349412471,3.761169913
909776,GSK1904529A,1.799639203,2.491785144
910566,Gefitinib,0.48349589,0.722068263
908459,T0901317,5.671384854,5.425023136
909770,NPK76-II-72-1,2.342623631,3.567517474
910943,Midostaurin,-1.659981439,-1.215654349
1330931,S-Trityl-L-cysteine,-0.636050629,0.197495114
924110,Serdemetan,1.922537454,3.110943791
906847,BAY-61-3606,1.138236985,1.268703751
908451,GW441756,2.791406619,1.700045366
911905,ZSTK474,0.789101875,0.674483511
905979,TAK-715,4.317441953,5.114830329
687798,GSK1070916,4.234530094,4.094817097
688011,TW 37,2.01717122,1.162500498
1480374,VX-702,4.453507698,3.993564826
724878,NU7441,3.001155555,2.921785569
905964,YM201636,1.999550285,1.565158813
753555,FTI-277,2.57316839,2.538384392
909721,KU-55933,3.429548025,3.770560948
1240192,Dactolisib,-3.814279794,-2.44565884
909263,HG6-64-1,3.515850934,2.694694745
910401,GNF-2,2.121217883,1.872622567
687455,NVP-BHG712,0.71881342,0.812887128
910549,KIN001-260,5.571746188,4.997910201
1330947,BMS-536924,-1.860907626,-0.525904988
908138,VX-11e,4.353667607,3.33062466
924186,Olaparib,4.553616763,3.451458558
909256,BIX02189,4.067771719,3.469006047
1240144,Refametinib,3.011892448,2.722735207
1240196,UNC1215,2.335469387,2.432992608
910853,FH535,0.395790995,1.234847165
1240151,PFI-1,2.253533945,3.30618134
1298353,GSK690693,5.574852297,5.587837035
905984,JW-7-24-1,1.317577619,0.592577545
906835,Alectinib,4.628191624,3.98314407
753539,Tubastatin A,3.243752605,3.337983767
908443,PF-562271,2.80079004,1.642626936
724859,Navitoclax,0.857633396,2.638955751
907280,BAY-61-3606,1.133954878,2.239523908
905962,EHT-1864,3.748448008,3.710657631
946354,VX-11e,3.978706596,3.284365868
908463,TAK-715,5.560365719,6.252371891
753574,Idelalisib,4.74729352,4.992846102
908452,Lapatinib,2.592103494,2.904971559
910853,Bosutinib,-0.62412914,-1.182552489
908455,Midostaurin,0.057677106,-0.155071945
909769,GW843682X,-3.312158691,-2.932984475
910554,JNK Inhibitor VIII,5.254790439,4.843937106
949161,Trametinib,1.117884542,1.851416036
908459,Amuvatinib,6.340815793,5.353941266
907068,Cabozantinib,3.252396651,3.230654626
909770,Selisistat,4.583165942,5.036766653
907061,AKT inhibitor VIII,2.305467004,1.663441059
724868,VX-11e,0.994783024,1.685206542
1290809,Quizartinib,3.223083286,3.11854952
906834,AS601245,2.47836022,2.406753664
949178,AZ628,-0.659532517,2.002676537
1290724,Trametinib,-0.519889036,-0.96813174
907786,Daporinad,0.137215723,-2.576862032
907047,Tivozanib,-0.220110229,0.228435594
688087,SN-38,-3.094445515,-3.15108097
946367,(5Z)-7-Oxozeaenol,0.732330336,-0.129134769
910691,MK-2206,-0.964945061,-1.082477936
924111,VX-11e,3.258602728,3.268718154
905954,Ponatinib,0.698974977,1.824640862
908449,OSI-027,0.407821793,-0.615202117
905942,FR-180204,5.569504729,4.956959675
930298,NVP-BHG712,5.870172136,5.720839658
1297449,Vorinostat,-0.116525981,0.312060912
909696,WZ3105,-2.769378757,-2.629303319
906841,Imatinib,3.279883688,3.277304721
905951,Daporinad,-1.337324403,-0.164043797
1331025,GSK269962A,4.354209242,3.457263752
688023,XMD8-85,3.128784818,2.593333656
907269,Seliciclib,4.600016797,4.970543037
688058,Ispinesib Mesylate,0.754249958,0.712816996
909907,Serdemetan,4.681742218,4.145238737
753612,Imatinib,3.490283568,2.965205753
949172,GW-2580,6.321404147,5.128111063
1240189,BAY-61-3606,2.181221421,1.192938276
753584,Ponatinib,0.278738959,-0.207557938
909706,Enzastaurin,1.523691093,3.744912276
1240125,AZD8055,1.465480721,0.946159709
906836,GW843682X,-3.871697058,-3.536623753
905955,Dabrafenib,0.904942909,1.411876332
753535,Embelin,1.754534916,2.211841342
684059,PHA-665752,2.4637803,1.853190289
909751,CHIR-99021,2.146114654,2.64601002
910701,KIN001-260,4.162802192,4.694075521
687457,MK-2206,1.928610886,1.15969763
905969,JQ1,0.038672608,0.412681521
906790,PFI-1,1.891326526,1.282058668
910700,WZ3105,0.663779165,2.315735218
907282,QL-XII-47,2.949021071,3.202058037
909907,Nutlin-3a (-),5.669560982,5.340616808
971773,Ispinesib Mesylate,-4.395082234,-3.975077854
917486,QL-XII-47,0.531896042,0.976226941
688026,OSI-027,-2.010021116,-1.446506893
1240204,Pelitinib,0.350141389,0.556753511
910904,KIN001-266,4.899279148,4.332299445
910705,GW441756,2.027737394,2.029988801
907313,Entinostat,-0.072144488,0.132250862
753549,Midostaurin,1.953360273,1.398907437
753582,Vismodegib,4.985634869,4.477841217
905985,MPS-1-IN-1,4.188979972,4.374251443
1297447,Belinostat,-0.908882805,-1.313359588
946373,WZ-1-84,5.680826,4.713956092
1479987,Dabrafenib,-0.063954874,2.107249605
1240226,Olaparib,3.525251549,3.431789974
1240140,(5Z)-7-Oxozeaenol,0.303297362,0.333919984
910544,Bryostatin 1,-2.833245587,-3.137773769
907067,Navitoclax,3.521903486,2.486050695
907322,XMD8-85,3.898287976,3.425345627
724874,Navitoclax,2.307584415,2.913526193
1240197,Motesanib,3.555409913,2.014356316
1330964,Serdemetan,3.167764089,2.614808426
1479995,TAK-715,3.932237783,3.960686252
908125,AZD7762,-1.888298249,-1.147541275
909709,AT-7519,-0.646156844,-0.790534163
1503363,NU7441,2.751081245,3.443967788
906839,HG6-64-1,-0.272325159,1.929442375
910916,SB-505124,2.659516742,3.607513692
908159,Crizotinib,1.389495891,2.046314848
910916,AZD7762,-0.277487269,-1.278002637
906805,GSK650394,2.710935187,2.386379113
908450,KU-55933,5.2389639,4.578764577
924110,VX-702,2.28008878,2.303616849
998189,CAY10603,1.254234,0.910642601
687452,MK-2206,1.921660522,1.619885159
905976,Midostaurin,0.616714062,0.563121832
908151,Palbociclib,2.711600869,3.288555983
925339,AR-42,1.147210188,0.31322168
910921,Parthenolide,2.508088715,3.686613474
949172,Fedratinib,1.651483092,1.957721967
909779,NPK76-II-72-1,1.869158808,1.010131673
905938,S-Trityl-L-cysteine,0.328419506,0.049465385
687514,DMOG,5.461549945,6.327924642
905980,Amuvatinib,4.431542632,4.232157464
1503368,Y-39983,4.961681353,4.159273584
753595,EHT-1864,5.088674411,4.25086044
687798,CAY10603,0.869780873,1.345528791
909975,AKT inhibitor VIII,0.267636677,0.764397318
924239,GW441756,2.226056733,1.788867183
753541,XMD8-92,2.742121551,2.227718729
1240223,Palbociclib,-0.778313853,-0.21611466
905950,Idelalisib,4.124530362,4.277466614
1503371,SGC0946,1.784875054,1.599756247
905946,AS605240,4.505537784,4.727233878
1298222,HG-5-113-01,1.272717743,1.359455679
1240128,OSI-930,3.701962,3.855245586
687588,Midostaurin,1.333229754,0.26632263
910942,PD173074,-0.851955285,1.618571112
1322218,PHA-665752,3.006284503,3.137540876
910935,AR-42,-2.149809525,-2.286451171
946370,KIN001-270,5.035166804,5.71968196
687592,Idelalisib,4.482563141,3.98035852
1298531,Tanespimycin,-2.847541794,-2.14280205
946370,GSK269962A,-0.329589205,-0.41795094
910943,SB590885,5.117696694,5.071460747
1297449,ZM447439,1.737211205,1.742440129
1240206,SL0101,4.454083722,4.281950514
1331040,CP724714,2.726529597,3.280730652
1330982,CGP-082996,1.982809967,1.861838266
688086,UNC1215,2.479341549,2.314205622
722058,BIX02189,4.547088899,4.944942018
908454,GSK690693,4.519482727,3.446264515
907314,XAV939,4.462711802,4.131173431
907794,Avagacestat,3.915908911,4.388927163
1240209,SGC0946,2.080527734,1.756410127
1240130,GSK429286A,4.166721367,4.834804974
910688,Palbociclib,2.874060556,2.551267681
908121,Serdemetan,1.830969267,2.303216211
906804,KU-55933,4.801118002,3.808110108
753541,Linifanib,2.488212812,2.17366875
907268,VX-702,2.309298977,2.310923389
910695,CCT-018159,2.819846736,3.77757788
906817,Enzastaurin,2.449098439,4.114069567
907050,JW-7-24-1,0.891632944,0.542774915
1290812,KIN001-244,2.948989138,4.022896859
1503371,NSC-207895,5.574995996,4.995682253
910951,CI-1040,1.781669461,1.259492155
1503365,TW 37,-0.582110697,-0.742459974
1240178,SNX-2112,0.29550814,-0.881670148
687562,Ispinesib Mesylate,-1.301174897,-3.79341943
908440,GSK269962A,2.084521829,0.010639638
909738,Quizartinib,2.942620939,2.638297683
910703,EHT-1864,4.035080814,3.906496505
1330950,KIN001-244,1.10309767,0.974318569
1298352,SGC0946,2.019750432,1.978044074
1660035,AZD7762,1.286533111,1.346561704
910904,Gefitinib,-0.189722192,0.112598245
905975,EHT-1864,4.409927603,4.092300031
1330995,GSK1904529A,2.300010127,2.31935766
908474,BMS-754807,1.609811614,1.824220573
1290768,FR-180204,5.954254466,5.027036881
908444,Dabrafenib,3.662463202,4.211126073
688031,SL0101,3.970449431,4.056199652
1524418,Nilotinib,3.851218575,3.601331197
687812,OSI-027,-0.144175754,-1.068763034
1298357,ZSTK474,3.019203902,2.484495061
687568,Linifanib,2.989678059,2.513642865
910566,IPA-3,1.154867379,2.505132446
724868,CAY10603,2.578988813,2.315631312
713899,PF-4708671,4.157917655,3.658629018
910554,Obatoclax Mesylate,5.8574689,3.846901956
907275,XAV939,2.144346051,3.125630073
905969,Veliparib,4.245872488,4.037496185
909750,TPCA-1,4.375312113,4.329506035
906853,Embelin,3.496161716,3.084469279
1298348,AT-7519,-0.877795925,2.448527819
909731,Cabozantinib,0.277168096,2.184250154
906801,Navitoclax,1.097943544,2.073956638
910852,AICA Ribonucleotide,8.944833021,7.299652068
910569,T0901317,3.253856977,3.939445822
1240150,YM201636,2.913319856,2.596678772
1524416,T0901317,4.922340992,3.87226323
924244,Selumetinib,4.278979752,1.405084774
724834,NG-25,3.086400987,2.424933674
909769,SB52334,4.443463507,4.737960209
909729,Lestauritinib,-0.830612915,-1.421810318
910944,Elesclomol,-5.260575086,-1.927781326
908465,CUDC-101,-1.212620089,-1.14522637
1524415,HG-5-88-01,4.621649022,3.827159435
906800,QL-X-138,-1.35971074,-2.159815641
1240147,Midostaurin,0.370124759,-1.519665643
905938,Vismodegib,3.878457516,3.793785407
949176,Imatinib,3.243198688,2.908198523
906862,RO-3306,1.137279606,2.666025201
906848,Cetuximab,6.692667059,6.584408173
910900,CUDC-101,1.25971974,0.929073654
1298534,KU-55933,5.752210007,6.081073611
684072,CGP-60474,-2.752496583,-1.896268262
906794,QS11,2.321965367,2.740605466
1298157,XMD13-2,4.787217274,4.208751233
905990,BI-2536,-2.917800773,-2.464553168
909975,JW-7-24-1,2.04969509,1.821213702
910933,Tivozanib,0.015221425,0.374486454
907050,Refametinib,-0.094985258,0.620548
907287,Nutlin-3a (-),4.935959235,4.63435324
908449,Tamoxifen,3.682248219,3.995149445
906827,NSC-87877,4.640686067,4.920607025
1290806,T0901317,4.673138702,4.320971789
1298534,Masitinib,4.754726565,4.719370964
906834,IOX2,0.070396923,0.188173103
908471,Enzastaurin,3.485779771,4.473589692
907786,AZ628,0.985356002,1.448261652
724838,Tivozanib,-0.002335029,0.129116013
908138,SGC0946,1.95594317,1.70485265
910951,Palbociclib,-0.945095564,-1.064788713
753624,AICA Ribonucleotide,8.752137593,8.645903512
930298,Y-39983,6.537561812,6.221825908
1290906,Pictilisib,0.944726035,1.927381338
1287381,Embelin,2.119352253,2.341690202
907000,Daporinad,-4.739516422,-3.14040954
909745,PFI-1,2.820658574,3.661158366
687505,Doramapimod,3.87964027,3.71561979
907277,Talazoparib,1.767578363,0.161916228
910784,Linsitinib,3.551030165,2.253406212
910853,PF-4708671,3.843180029,2.727398669
687819,LFM-A13,4.884619395,4.046970493
907053,Linifanib,1.892676314,1.991301227
1331035,GSK319347A,2.385703851,2.571290232
753565,CCT-018159,4.010792001,3.230009332
906795,PAC-1,1.536892362,1.877139383
1299062,Tanespimycin,1.947138229,0.442162167
908449,Pazopanib,1.443234399,3.147171411
909722,ZG-10,0.326110497,0.062505392
949175,Avagacestat,5.127653682,4.592031555
1240191,MK-2206,3.312636003,2.124016083
1240216,Afatinib,0.363109301,1.090143759
687452,KIN001-244,3.239081773,2.80347193
905935,Serdemetan,2.659160565,2.265012423
1240153,SNX-2112,-2.312193064,-1.95077427
909975,Linifanib,1.362656727,2.713095093
910942,FR-180204,4.648014715,4.446849645
907056,Bexarotene,0.825744503,2.513323289
949163,CGP-60474,-2.999609097,-2.677355278
906851,SB52334,2.715646548,4.614738943
1330985,Entinostat,-0.277068454,-0.711110136
907173,GSK1904529A,2.272583272,1.82667279
909758,CP724714,5.433870081,4.830685849
910849,CP724714,4.915951914,4.662810307
998189,KU-55933,3.589979959,4.378924485
1524415,Refametinib,-0.755766623,-0.413063578
1330983,RO-3306,3.855442343,3.110619793
907051,GSK1070916,3.501643157,3.218548539
905962,Enzastaurin,0.506291217,1.726074165
905933,Fedratinib,5.303783196,5.254570101
1240207,GSK1070916,2.982077979,3.12582118
1330964,KU-55933,3.302024386,3.466622609
1298141,Doramapimod,5.469727277,4.741298202
1503364,SN-38,-2.768438573,-3.779506175
1298219,HG6-64-1,0.414237278,0.29150643
906830,PF-562271,3.725696897,2.240082614
909701,PI-103,-2.984140577,-3.089547283
906999,Alectinib,4.010817793,3.697138136
905971,QL-XI-92,4.571019079,4.305525254
910904,PI-103,4.285602187,3.616737693
687829,YM201636,2.378162724,2.229574288
905960,XAV939,3.065537613,2.861653561
1240166,BAY-61-3606,0.236851933,2.00056281
908143,DMOG,4.986697259,4.781062045
1303896,Elesclomol,-4.488135618,-3.592619748
1331032,QL-XII-47,0.120793508,-0.347115937
1298348,AZD8055,0.241078771,0.809258176
949174,GSK690693,4.444648717,1.286118349
687807,IOX2,0.983528446,0.626228163
908450,Etoposide,1.47712341,1.186071307
1330933,Obatoclax Mesylate,-3.429697092,-2.807185469
907056,Refametinib,4.147287615,2.687856147
1290809,Y-39983,4.360278989,4.790692579
1299064,Pazopanib,2.246777636,3.262631212
908471,Nilotinib,2.469439829,2.423081799
687561,Vismodegib,4.890116802,4.265740285
1240212,Cabozantinib,3.467545967,3.037025032
905938,CCT007093,3.768833613,3.735903701
909251,Alectinib,1.277124512,2.496647328
753589,Pictilisib,4.055837334,3.468224177
906877,Bicalutamide,2.903405855,2.239947144
1298358,JNK-9L,-0.436040677,-0.05151349
1331050,NPK76-II-72-1,3.199520337,2.856609604
907295,WHI-P97,5.319649038,4.97947964
946359,TAK-715,3.374528508,3.33756397
1331045,LFM-A13,4.354432774,4.284871411
907072,AZD8055,-0.970388428,-0.907185438
753614,Etoposide,0.338595728,0.938931158
1297447,BAY-61-3606,1.852756244,2.01672563
1240169,AZD7762,-0.8011841,0.391536277
749710,IPA-3,3.638469156,5.855516068
905935,Bicalutamide,2.704931762,2.081839203
910780,Pictilisib,0.154589176,0.903118669
906798,Avagacestat,4.376913682,4.354303567
1298157,Pazopanib,2.124655605,3.154454124
908482,Tubastatin A,4.786278932,4.649295233
1298533,Midostaurin,-0.28644512,1.343392957
946377,I-BET-762,2.999811908,3.232807409
907786,AZD6482,2.475753987,1.093441835
1240159,PFI-1,2.152479168,2.595814122
909251,Palbociclib,0.63870799,0.112925313
1240155,GSK1904529A,0.9604709,1.632139244
909742,Dacinostat,-1.850106866,-2.722035959
1303912,FTI-277,1.26482351,2.973475691
1240216,Gefitinib,0.465387362,1.33765728
946355,KIN001-260,5.575118815,5.499918557
907318,KIN001-270,4.921042789,4.432133149
687804,SL0101,4.639429622,4.078557004
910947,Saracatinib,2.094031755,2.455874645
909252,WZ3105,-2.948336193,-2.471255068
1240206,AICA Ribonucleotide,6.961019389,6.483468355
1659928,Masitinib,1.103853625,2.707629864
971773,Tanespimycin,0.575907849,0.429232206
949153,FMK,3.962482121,3.701624246
906870,Serdemetan,3.309348121,2.637612472
905934,Tubastatin A,4.522946241,4.202141571
907042,Tamoxifen,3.687838969,3.179529475
946370,PF-562271,3.359645223,1.749909651
949094,QL-XI-92,2.286929835,2.86983163
908473,SGC0946,2.154094246,1.734842997
908458,XMD8-92,2.287631135,2.156288051
753585,SB-505124,5.1062106,4.044089635
684057,FTI-277,2.524041759,1.936481169
1240187,Veliparib,2.842142187,4.037151062
1331050,Bicalutamide,2.005002249,2.302286466
1503363,Cabozantinib,1.524588904,1.186485946
908141,Salubrinal,1.620452709,2.915617812
907169,Dacinostat,-3.618663715,-3.547514233
910935,NVP-TAE684,0.689987035,-0.615804056
1331050,GSK1070916,2.056698267,2.323896092
687815,GSK1904529A,2.802927102,1.830929228
1247873,CCT-018159,3.580489685,2.359662892
1659818,AZD7762,-1.0215293,-1.524242886
713899,FTI-277,1.901877962,1.362476674
1297447,Lestauritinib,-1.423150772,-0.815901455
1298362,NSC-207895,5.625875262,4.550114192
1298145,OSI-930,4.621400926,4.48282008
1240201,AR-42,0.840051149,0.527564685
909253,Lestauritinib,-0.87135035,-0.627420215
1503371,KIN001-266,5.098601923,4.016870099
1240173,BI-2536,-1.2543235,0.051220355
908475,Linsitinib,2.466391445,1.774383063
949157,Crizotinib,1.44439136,1.937704575
907050,FTI-277,2.554935813,1.812666315
1290795,Serdemetan,1.356860868,1.93525027
753556,Pazopanib,2.695795209,3.319760771
909724,Masitinib,2.734238986,3.418431618
1287706,AICA Ribonucleotide,8.156104903,8.643656649
910916,Luminespib,-3.690090402,-3.876389996
909257,CUDC-101,-1.096402613,-0.948280155
1240131,FTI-277,1.498592284,2.197751226
907287,NVP-BHG712,3.647209002,4.805484977
910700,NPK76-II-72-1,5.214652979,4.671516254
908481,ZSTK474,0.947670636,1.107375847
1290905,Enzastaurin,4.380253148,4.477516973
908447,CP724714,5.223901298,4.449098964
1323913,AR-42,-2.893883489,-3.181456848
906791,VX-11e,2.017432826,2.820078129
1323913,AZ628,-2.895044135,-2.646239411
1331050,Erlotinib,2.705311275,2.618917234
925338,Belinostat,0.526591462,0.272558552
909751,PLX-4720,4.755109762,3.800163431
910935,HG6-64-1,0.150999772,0.385775544
753558,SGC0946,1.938804916,1.934120329
909264,JNK-9L,-0.123301941,-0.783255133
907271,UNC1215,3.079100587,2.584745124
1240124,Refametinib,-0.08223535,0.142135633
908152,Palbociclib,0.127978458,-0.079243709
1290724,Elesclomol,-3.834695183,-3.995295196
724870,IPA-3,2.972625779,3.256144616
909771,Motesanib,3.009953126,3.109165854
1298362,Dabrafenib,4.108379579,3.809377115
907067,WHI-P97,4.728118917,4.570346273
753600,GSK1904529A,1.677832819,2.404059984
909723,CGP-082996,2.272331492,3.138244633
908129,Bexarotene,5.297609053,3.943537682
910692,AZD6482,2.288953902,3.055966033
910935,Sorafenib,0.461189386,1.181591461
687829,Afatinib,-0.387340231,0.45834083
1298350,Enzastaurin,3.769506664,4.609988524
924247,GSK319347A,3.87763094,3.478159549
908152,Elesclomol,-1.831596103,-4.06336774
1331037,KIN001-266,2.668901391,2.253648904
1331048,FTI-277,2.550483601,1.865582545
924187,Cabozantinib,3.567705388,3.029019156
1479988,KIN001-260,4.731163616,4.192090502
925338,Bicalutamide,2.792446901,2.641193524
713878,Refametinib,1.635026488,3.124900278
1240167,BIX02189,3.434046908,4.380725512
713899,MK-2206,1.723725608,0.369071704
907072,Trametinib,0.992059498,-0.534405212
687561,RO-3306,0.191015641,2.534628321
906864,HG-5-113-01,1.8499056,1.909548417
908152,JQ1,3.277181656,2.860668057
908143,SB52334,3.450905133,3.582280641
687983,XMD8-85,3.177697742,3.493713184
905949,Dabrafenib,2.108512191,0.867578225
1240198,Gefitinib,-1.209844979,-0.296041879
949173,MPS-1-IN-1,4.139734206,3.620696907
1331036,Tamoxifen,2.399061715,2.458306474
909748,Selisistat,7.028724947,7.377795085
907057,Masitinib,4.448395944,4.356176567
1240196,I-BET-762,5.24065267,4.733224529
909751,Obatoclax Mesylate,-0.222856476,-1.697729812
908148,CP724714,3.860379693,3.803002775
905955,FTI-277,2.689762308,2.163333723
753556,Bexarotene,4.688548883,3.98281344
909758,PAC-1,3.074311849,2.920641627
908156,KIN001-266,2.634533998,2.602633314
753612,AZD7762,2.147120547,1.089007432
907281,EHT-1864,2.583239601,2.675730163
1524417,SN-38,-4.137168039,-3.963580277
909696,Gefitinib,0.508381607,1.283091581
687505,CP724714,2.957301572,3.536489301
753614,SN-38,-2.641689926,-3.504964595
906797,I-BET-762,5.258503277,5.09927129
909717,EHT-1864,4.448139251,4.476529749
909708,Belinostat,-0.579711415,-0.539901637
1330987,Omipalisib,-4.63343218,-5.092315119
908142,AS605240,1.754495614,2.471430244
1298349,SB52334,2.434297444,3.319218154
910546,Cabozantinib,1.756393178,1.912816893
907268,Navitoclax,2.142512354,2.457613771
1479988,VX-11e,1.159285816,1.335170673
1327768,NU7441,2.112280298,1.766997794
908455,BMS-345541,3.522018936,4.002837955
909248,ZM447439,1.439011245,1.045370103
1299059,TAK-715,6.009490145,4.590670222
907053,ZSTK474,0.428862027,0.21292642
909735,Refametinib,3.459231077,1.095407195
910936,Selisistat,6.541146918,6.463693164
1240153,IOX2,-0.261846187,-0.888291969
1298539,Talazoparib,0.424971101,1.446110589
910915,CCT-018159,4.900738245,3.101788569
1298526,KIN001-260,5.149116416,5.000235423
909751,Linsitinib,2.340522187,1.522765278
924238,XMD13-2,3.604924654,3.788901115
908448,AS605240,0.413772405,0.473470245
908444,GW843682X,-0.267813379,-1.152327188
907175,PD173074,2.966681308,1.846825652
724839,Belinostat,1.669223162,1.552153686
905938,GSK1070916,-2.684281937,0.119172535
753559,GSK1904529A,0.08151947,1.922650203
998189,UNC1215,2.881586944,2.676087077
909976,Lenalidomide,3.26571767,3.539508945
1240125,Y-39983,5.665560746,5.267599791
749712,XMD11-85h,5.336976434,4.2814612
1327766,CGP-082996,2.375445954,2.183520114
1290797,VX-11e,3.287337612,2.178376182
1660036,Ruxolitinib,4.997264661,4.638235569
1480358,PD173074,4.080875347,3.86875329
909780,Linsitinib,2.548371103,2.738441875
1240139,Alectinib,3.324720228,3.784435884
907789,FMK,3.100512964,3.1906589
905981,Idelalisib,3.427027765,3.656893822
910548,AICA Ribonucleotide,9.481378015,8.988233308
1240218,Amuvatinib,4.545084482,5.000663081
930297,AT-7519,3.073231036,4.340333569
908457,TPCA-1,3.005944293,1.103139675
906835,Bosutinib,0.894124341,1.624799419
906800,JNK Inhibitor VIII,3.374447447,3.557265964
